name,address,details,about,city,micromarket,img1,img2,price
Paskola Value,"Scheme 54 Vijay Nagar, Indore","Hot Desk - starting from
₹3,000
/Seat
Enquire | Dedicated Desk - starting from
₹4,500
/Seat
Enquire | Private Cabin - starting from
₹4,500
/Seat
Enquire","Paskola Value is not an ordinary coworking space rather is a modern one and well-equipped with all the facilities. It is located in Metro Tower, Indore, Madhya Pradesh. This coworking space is just 200 meters away from the closest metro station ie Satay Sai Square & other modes of transportation.
Paskola Value is offering a wide range of seating accommodations such as hot desks, dedicated desks, private cabin, manager cabin, day pass, and more at affordable prices starting from ₹ ...",Indore,Vijay Nagar,https://img.cofynd.com/images/original/30bf54f4089ccebbe5a8f7fb0350eea9294e5a82.jpg,https://img.cofynd.com/images/original/091d32b4aa85620821b459d888f58160b87869cf.jpg,4500.0
Incuspaze Metro Tower,"AB Rd, Indore","Hot Desk - starting from
₹5,499
/Seat
Enquire | Dedicated Desk - starting from
₹6,499
/Seat
Enquire","Incuspaze Metro Tower is a fully-equipped workspace ideal for freelancers, startups and SMEs. The seating plan comprises Day Passes, Dedicated Desks, Private Cabins and Tech-enabled Conference Rooms packed with state of the art amenities - High-Speed Wifi, Lounge Area, Unlimited Tea/Coffee, Pantry and Parking Space. It also offers Virtual Offices for GST registration, business registration and mailing address. The nearest bus stop to this space is Vijayanagar Square and other local transport ...",Indore,Ab Road,https://img.cofynd.com/images/original/9a77947d04ddacf2731007500e2bdec2dbcfe336.jpg,https://img.cofynd.com/images/original/eff3a147c3f212107aa125870e63e1cbc2e18c82.jpg,6499.0
Nexus Spaces,"South Tukoganj , Indore","Private Cabin - starting from
₹25,000
/Seat
Enquire | Office Space - starting from
₹7,500
/Seat
Enquire","Nexus: Premium coworking space where work feels like fun. Experience hassle-free productivity with our efficient management taking care of every detail. From reception services to maintenance, we've got you covered. Enjoy a professional environment with amenities like internet, tea/coffee, and more. Your ideal workspace awaits",Indore,South Tukoganj,https://img.cofynd.com/images/original/74384690fa00e36e41f36c84d86bd20cd8bffda3.jpg,https://img.cofynd.com/images/original/4e8141c3c189c83996c9e685799d5654ee6b6f96.jpg,7500.0
YBox.Work Vijay Nagar,"Vijay nagar, Indore","Dedicated Desk - starting from
₹4,500
/Seat
Enquire | Private Cabin - starting from
₹5,500
/Seat
Enquire","YBox.Work is a prestigious brand that offers premium co-working office spaces. It is a vibrant workplace in the centre of the city with easy access to historical sites, commercial centres, shopping arcades, dining options, and many more. This place is strategically situated in Vasant Vihar of Vijay Nagar and adjacent to the Bombay Hospital and Teleperformance. This place hosts a shared workspace for multinational companies, local startups, SMEs, Entrepreneurs, Freelancers, and many more. Its ...",Indore,Vijay Nagar,https://img.cofynd.com/images/original/aa61999951aef590967b8d33e36003d17e7e9f29.jpg,https://img.cofynd.com/images/original/af0c60b9f1c51eb83388accb47116e17d883bbdb.jpg,4500.0
Cliffton Corporate,"Vijay Nagar, Indore","Private Cabin - starting from
₹10,000
/Seat
Enquire","Cliffton Corporate"" in Indore appears to house a personal cabin, potentially indicating a dedicated workspace or private office within the corporate environment.If you have further inquiries about this facility or its services, please feel free to ask for more information.",Indore,Vijay Nagar,https://img.cofynd.com/images/original/2e08593fbdc5e7364bd9993bcc2a0f06ddc22bdb.jpg,https://img.cofynd.com/images/original/8aa14aaff8e342b5fbef870e3c8621e4216d5ac2.jpg,10000.0
BIZZI.B Cowork,"Vijay Nagar, Indore","Private Cabin - starting from
₹32,000
/Seat
Enquire | Office Space - starting from
₹8,000
/Seat
Enquire | Dedicated Desk - starting from
₹8,000
/Seat
Enquire","Bizzi. B Cowork is among the coworking spaces in Indore. It is a creatively designed and strategically located shared office space in the prime region of Indore. This coworking space is situated in Skye Corporate Park, near Shalimar Township and just off Shalimar Bus Stop. It is surrounded by high-end infrastructure, including top banks, hotels, restaurants, & office spaces.
This is a perfect workspace for freelancers, startups, SMEs, and for all who are looking for a budget-frien...",Indore,Vijay Nagar,https://img.cofynd.com/images/original/76753b23784a9fbd545de2fd0b25ef1ef6d26eec.jpg,https://img.cofynd.com/images/original/05ea243041381e0d778476c38d8bdd321e355660.jpg,8000.0
Workviaa,"Regal Square South Tukoganj, Indore","Private Cabin - starting from
₹6,000
/Seat
Enquire","Workviaa Co-working space is a well-equipped coworking space which is located near the Corporate building, Indore. This is an ideal workspace for those who want to engage and collaborate with like-minded individuals under one roof. It has workstations such as private cabins etc. It is the perfect space for people starting their business. In addition to that, we offer a range of amenities like Car Parking, Power backup, Air conditioning, WI-FI, 24/7 security, CCTV, Video conferencin...",Indore,"South Tukoganj, Regal Square",https://img.cofynd.com/images/original/753351357e44e1875021634e6f756564f9d17ef1.jpg,https://img.cofynd.com/images/original/2edc133d2fd7b36118221c0204a71532e966999e.jpg,6000.0
Work Jar Coworking Vijay nagar,"Vijay Nagar, Indore","Dedicated Desk - starting from
₹5,000
/Seat
Enquire","Anybody with a hunger of ideas, innovation and collaboration are heartily welcome to Work Jar in Vijay Nagar, Indore. It offers day passes, hot desks and dedicated desks which you can book as per your preference. It tries its best to keep the employees content and motivated during the working hours. This coworking space is simply stunning and comes along with top-notch amenities. The state of the art amenities include air conditioning, power backup, covid-19 compliance, high-speed inter...",Indore,Vijay Nagar,https://img.cofynd.com/images/original/9a2e0d80c47371515102ecb7543f1f8af58338bd.jpg,https://img.cofynd.com/images/original/8cfbda62db1c0caf549ff88d58e1dc3d8356e54b.jpg,5000.0
Incuspaze Princes Skyline,"AB Road, Indore","Hot Desk - starting from
₹5,499
/Seat
Enquire | Dedicated Desk - starting from
₹6,499
/Seat
Enquire","This vibrant workspace is located in AB Road, Vijay Nagar, Indore. It offers Day Passes, Dedicated Desks, Private Cabins and Tech-enabled Conference Rooms for team or client meetups. It boasts of high-end amenities such as Unlimited Wifi, Tea/Coffee, Lounge Area, IT Support, Printing facilities, Pantry, Collaborative Staff and Parking Space. If You just want a business address without renting a space, then you can opt for Virtual Office at the best prices. So, what are you waiting for? Book y...",Indore,Ab Road,https://img.cofynd.com/images/original/3d951919efd3a31194f66951440dc9f301fcc53c.jpg,https://img.cofynd.com/images/original/1552dc2b639d5266606b16784fda7a87c9d17a22.jpg,6499.0
Melange Marketing,"Jawahar Marg, Indore","Private Cabin - starting from
₹29,999
/Seat
Enquire | Dedicated Desk - starting from
₹9,900
/Seat
Enquire","This spacious commercial property is located in the heart of the city, making it easy to get to and from work. The property offers a variety of seating options to fit your needs, from fixed seats to private offices. There are also meeting rooms, parking spaces, centralized cooling, an outdoor play area, high-speed internet, free tea and coffee, and full security cameras.",Indore,Jawahar Road,https://img.cofynd.com/images/original/37bc6a96cbb759dc3526cb78ce319137c37363fb.jpg,https://img.cofynd.com/images/original/7e06657c2dbdba9198ceaa407e4499a64332af0f.jpg,9900.0
Virtual Coworks Vijay Nagar,"Vijay Nagar, Indore","Hot Desk - starting from
₹4,000
/Seat
Enquire | Dedicated Desk - starting from
₹4,500
/Seat
Enquire | Private Cabin - starting from
₹5,500
/Seat
Enquire","Virtual Coworks offers an open shared working space in the core of Indore city. This is an incredible shared workplace with an astonishing community of like-minded professionals. Working professionals of numerous sectors and multinational companies come to this place and share the workplace along with their compatible skills.
This place is beautifully designed with indoor plants, wooden furniture, comfy chairs, and many other things which allow you to work flawlessly. Here at Virtual ...",Indore,Vijay Nagar,https://img.cofynd.com/images/original/8c1c9d98567dcf4c1da0ab14fc5e01c026f087b4.jpg,https://img.cofynd.com/images/original/5e988e80868c0669fe8f53b30c039c77032f6729.jpg,4500.0
Nexus Spaces Indore,"AB Road, Indore","Dedicated Desk - starting from
₹6,000
/Seat
Enquire | Private Cabin - starting from
₹25,000
/Seat
Enquire | Virtual Office - ₹20,000/ Year
Enquire","Nexus: Premium coworking space where work feels like fun. Experience hassle-free productivity with our efficient management taking care of every detail. From reception services to maintenance, we've got you covered. Enjoy a professional environment with amenities like internet, tea/coffee, and more. Your ideal workspace awaits!
Nexus Spaces Provides Various Seating options to choose like Dedicated Desks, Hot Desks, and Private Cabins, and it also provides virtual Office Services. ...",Indore,Ab Road,https://img.cofynd.com/images/original/e3535be480db4c0c4dc89131e5e255fb419bf6dd.jpg,https://img.cofynd.com/images/original/176e405a071100cfd07f2778392d2f6595996b2e.jpg,6000.0
Worksthan,"AB Road, Indore","Hot Desk - starting from
₹4,500
/Seat
Enquire | Dedicated Desk - starting from
₹6,000
/Seat
Enquire | Private Cabin - starting from
₹16,500
/Seat
Enquire","Worksthan is a vibrant coworking space in Indore Madhya Pradesh. It offers hot desks, dedicated desks, private cabins & a virtual office.
The Worksthan is an outstanding coworking space in Indore that caters to several sizes & types of businesses & freelancers. It is strategically located in the city center.",Indore,Ab Road,https://img.cofynd.com/images/original/5cacf83dfb43b7eb6882f6271898b0e05eead724.jpg,https://img.cofynd.com/images/original/41f2e5c9415d01433c3d52a4fa9f67d91449e898.jpg,6000.0
The Address - Your Destination of Growth Indore,"Sky Corporate Park Vijay Nagar, Indore","Dedicated Desk - starting from
₹7,000
/Seat
Enquire | Private Cabin - starting from
₹25,000
/Seat
Enquire","The Address is a shared working environment where individuals, freelancers, entrepreneurs, and remote workers from various backgrounds come together to work independently or collaboratively. We aim to provide a flexible and productive alternative to traditional offices or working from home. Here at The Address, you'll find a diverse community of professionals from different industries. We provide an opportunity to connect and collaborate with like-minded professionals creating an environm...",Indore,Vijay Nagar,https://img.cofynd.com/images/original/967b7ad5eaf4b7437386a714eafafd2b66264331.jpg,https://img.cofynd.com/images/original/e868ca754a3d772277d52f8ac64e8c4b67460438.jpg,7000.0
Adited Coworking 1.0 AB Road,"Satguru Parinay AB Road, Indore","Hot Desk - starting from
₹4,499
/Seat
Enquire | Dedicated Desk - starting from
₹5,999
/Seat
Enquire | Private Cabin - starting from
₹15,999
/Seat
Enquire | Virtual Office - ₹20,000/ Year
Enquire","Adited Coworking is the new workspace located in Elite House, Indore. It offers Hot, Dedicated Desks and Private Cabins equipped with various amenities like Blazing-speed Wifi, Cafeteria, 100% Power Backup, Meeting Rooms and Dedicated Parking. Located in a prime location, it gives you easy access to all modes of local transportation.",Indore,Ab Road,https://img.cofynd.com/images/original/79cb04ff48a91c1039479a6433cdcda04477a3c9.jpg,https://img.cofynd.com/images/original/f7cd616f5056b7a8144547f1e92fed4a384a3880.jpg,5999.0
Nextcoworks,"Vijay Nagar, Indore","Dedicated Desk - starting from
₹6,500
/Seat
Enquire | Private Cabin - starting from
₹6,900
/Seat
Enquire | Virtual Office - ₹14,900/ Year
Enquire | Office Space - starting from
₹6,900
/Seat
Enquire | Hot Desk - starting from
₹4,999
/Seat
Enquire","Our modern and flexible office spaces are designed to enhance and simplify your work life. Luxury Coworking Space & Managed Office Space in Indore located at AB Road Vijay Nagar, with Hi-Speed Internet and Latest Office Technologies. Meeting Rooms, Ready To Use, Flexible Pricing, Equipped Workstation, High Speed Internet. where we redefine traditional workspaces into dynamic hubs of creativity and collaboration",Indore,Vijay Nagar,https://img.cofynd.com/images/latest_images_2024/3e827c872645b763714f8a1f36731bb3fdae2ed7.webp,https://img.cofynd.com/images/latest_images_2024/86426d71fe8e18a2c30de990721a847cc23b65a8.webp,6500.0
CO-Workspace,"Bhawarkua, Indore","Dedicated Desk - starting from
₹6,000
/Seat
Enquire | Private Cabin - starting from
₹25,000
/Seat
Enquire | Office Space - starting from
₹600,000
/Seat
Enquire","Discover the perfect blend of productivity and comfort in our state-of-the-art coworking office space, designed to cater to the needs of modern professionals and growing businesses. Whether you're a freelancer, a startup, or an established company, our flexible workspace solutions will elevate your work experience. Location Benefits: Prime location with easy access to public transportation. Close proximity to major business hubs, restaurants, and cafes.",Indore,Bhawarkuan,https://img.cofynd.com/images/latest_images_2024/c9cda30d53f4cfcb8b13f05d6ba54143fad2b426.webp,https://img.cofynd.com/images/latest_images_2024/f0586d5089a555475c85eba4fcce60db86e68e16.webp,6000.0
